Название,Рейтинг,Количество отзывов,Цена,Страна,Гарантия,Тип,Операционная система,Язык клавиатуры,Диагональ экрана,Разрешение экрана,Соотношение сторон,Максимальная частота обновления,Производитель процессора,Модель процессора,Тактовая частота,Максимальная тактовая частота,Количество ядер,Объем оперативной памяти,Тип оперативной памяти,Тип накопителя,Объем накопителя,Тип видеокарты,Производитель видеокарты,Модель видеокарты,Тип оптического привода,Встроенные динамики,Wi-Fi,Bluetooth,Web-камера,HDMI,USB 2.0,USB 3.2,USB 3.2 (Type-C),Разъем для наушников/микрофона,Тип аккумулятора,Емкость,Высота,Ширина,Глубина,Вес,Тип матрицы,Поверхность,Количество потоков,Кэш L3,Максимальный объем,Количество слотов,Частота памяти,Стандарт Wi-Fi,Версия Bluetooth,Картридер,Микрофон,USB 3.0,USB 3.0 (Type-C),USB 3.1 (Type-C),Максимальное время работы,Материал корпуса,Подсветка клавиш,Блок питания,Цвет,Кэш L2,Тип звуковой системы,Количество ячеек,Объем видеопамяти,Ethernet,Mini DisplayPort,USB,USB 3.1,RJ-45,Язык операционной системы,Яркость,Количество ядер графического процессора,Количество динамиков,VGA (D-Sub),DVI,DisplayPort,Thunderbolt 3,Разъем для наушников,Мощность блока питания,Тип вилки,Сканер отпечатков пальцев,Контрастность,Micro USB 2.0,Игровой ноутбук,Дополнительная информация,Mini HDMI,Кабель для зарядки,Угол обзора по вертикали,Угол обзора по горизонтали,Производитель чипсета,Модель чипсета,Интерфейс подключения,Тип видеопамяти,LED-подсветка,Разъем для микрофона,Thunderbolt/USB 4,Мощность динамиков,Объем первого накопителя,Объем второго накопителя,Сенсорный,Частота шины,Разъем Kensington Lock,Сенсорная панель Touch Bar,Чехол,Объем памяти Intel Optane,Платформа Intel Evo,Датчик освещенности,Время отклика,Micro HDMI,USB 2.0 (Type-C),Скорость вращения шпинделя,4G (LTE),
Ноутбук Apple MacBook Air 13 M2 10-core 24/512GB Space Gray,0.0,0.0,231 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,24 ГБ ,,SSD ,512 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 16/1TB Space Gray,0.0,0.0,231 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,16 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 24/1TB Space Gray,0.0,0.0,254 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,24 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 8/2TB Space Gray,0.0,0.0,254 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,8 ГБ ,,SSD ,2 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 16/2TB Space Gray,0.0,0.0,279 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,16 ГБ ,,SSD ,2 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 24/2TB Space Gray,0.0,0.0,311 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,24 ГБ ,,SSD ,2 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 16/256GB Silver,0.0,0.0,169 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,16 ГБ ,,SSD ,256 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 24/256GB Silver,0.0,0.0,193 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,24 ГБ ,,SSD ,256 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 8/512GB Silver,0.0,0.0,169 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,8 ГБ ,,SSD ,512 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 16/512GB Silver,0.0,0.0,193 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,16 ГБ ,,SSD ,512 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 8/1TB Silver,0.0,0.0,193 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,8 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 16/1TB Silver,0.0,0.0,218 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,16 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 24/1TB Silver,0.0,0.0,241 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,24 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 8/2TB Silver,0.0,0.0,241 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,8 ГБ ,,SSD ,2 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 16/2TB Silver,0.0,0.0,265 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,16 ГБ ,,SSD ,2 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 24/2TB Silver,0.0,0.0,289 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,24 ГБ ,,SSD ,2 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 8/256GB Silver,0.0,0.0,211 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,8 ГБ ,,SSD ,256 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 16/256GB Silver,0.0,0.0,182 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,16 ГБ ,,SSD ,256 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 24/256GB Silver,0.0,0.0,206 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,24 ГБ ,,SSD ,256 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 16/512GB Silver,0.0,0.0,206 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,16 ГБ ,,SSD ,512 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 24/512GB Silver,0.0,0.0,231 999 р.,Китай,1 год,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 8/1TB Silver,0.0,0.0,206 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,8 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 16/1TB Silver,0.0,0.0,277 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,16 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 24/1TB Silver,0.0,0.0,254 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,24 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 8/2TB Silver,0.0,0.0,254 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,8 ГБ ,,SSD ,2 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 10-core 16/2TB Silver,0.0,0.0,279 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,10 ,16 ГБ ,,SSD ,2 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Серебристый ,,,,,,,,,,Английский,500 кд/м²,10,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 16/256GB Starlight,0.0,0.0,177 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,16 ГБ ,,SSD ,256 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Белый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 8/512GB Starlight,0.0,0.0,169 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,8 ГБ ,,SSD ,512 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Белый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 16/512GB Starlight,0.0,0.0,177 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,16 ГБ ,,SSD ,512 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Белый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 24/512GB Starlight,0.0,0.0,218 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,24 ГБ ,,SSD ,512 ГБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Белый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ноутбук Apple MacBook Air 13 M2 8-core 16/1TB Starlight,0.0,0.0,218 999 р.,Китай,1 год,Ноутбук ,MacOS ,"Английский, Русский","13.6"" ",2560x1664 Пикс ,,,Apple ,Apple M2,,,8 ,16 ГБ ,,SSD ,1 ТБ ,Интегрированная ,Apple ,Apple M2,Отсутствует ,Есть,Есть ,Есть ,Есть,,,,,,Li-Pol,,1.13 см ,30.41 см,21.5 см,1.24 кг ,IPS ,,,,,,,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11aх, IEEE 802.11n",5.0,,Есть,,,,,Алюминий ,Есть ,Есть,Белый ,,,,,,,,,,Английский,500 кд/м²,8,,,,,,Есть,,Американская (Тип A),,,,,Датчик Touch ID,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
